Reason_1,Reason_2,Reason_3,Reason_4,Month Value,Transportation Expense,Age,Body Mass Index,Education,Children,Pet,Probability,Prediction
0,0,0,1,12,179,30,19,1,0,0,0.1239852960612687,0
0,0,0,1,12,118,37,28,0,0,0,0.1334849222452229,0
0,0,0,1,12,235,37,29,1,1,1,0.29884585615016734,0
0,0,0,1,12,179,38,31,0,0,0,0.2462037103955238,0
1,0,0,0,12,235,43,38,0,1,0,0.8840805688649251,1
1,0,0,0,12,235,37,29,1,1,1,0.7520643603106785,1
0,0,0,1,12,260,36,23,0,4,0,0.6091991760759148,1
0,0,0,1,12,157,29,22,0,0,0,0.15561584428137964,0
0,0,0,1,12,179,38,31,0,0,0,0.2462037103955238,0
0,0,1,0,12,289,33,30,0,2,1,0.9357785658871862,1
0,0,0,1,1,225,28,24,0,1,2,0.257280664235412,0
0,0,1,0,1,118,37,28,0,0,0,0.5955174548050656,1
0,0,0,1,1,155,34,25,0,2,0,0.26397485300570334,0
1,0,0,0,1,235,37,29,1,1,1,0.7472356182043898,1
0,0,0,1,1,155,34,25,0,2,0,0.26397485300570334,0
0,0,0,1,1,289,33,30,0,2,1,0.591523960035842,1
1,0,0,0,1,291,40,25,0,1,1,0.8175581256215045,1
0,0,0,1,1,235,43,38,0,1,0,0.5108658739287004,1
0,0,0,1,1,118,50,31,0,1,0,0.15113080423873404,0
0,0,0,1,1,179,38,31,0,0,0,0.24145980169770662,0
0,0,0,1,1,179,38,31,0,0,0,0.24145980169770662,0
0,0,0,1,2,118,37,28,0,0,0,0.13080250106615854,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,225,28,24,0,1,2,0.711902290486331,1
0,0,0,1,2,289,33,30,0,2,1,0.5920890159272841,1
0,0,0,1,2,260,36,23,0,4,0,0.6036163861168277,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,179,38,31,0,0,0,0.6942573230187306,1
0,0,0,1,2,246,41,23,0,0,0,0.24329963550058376,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,189,33,25,0,2,2,0.24153367494651634,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,246,41,23,0,0,0,0.24329963550058376,0
0,0,0,1,2,291,40,25,0,1,1,0.386932900502072,0
1,0,0,0,2,157,29,22,0,0,0,0.5616459142914778,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,246,41,23,0,0,0,0.6958850961939101,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,1,0,3,118,37,28,0,0,0,0.5966438093270797,1
0,0,1,0,3,246,41,23,0,0,0,0.7596403015061979,1
0,0,0,1,3,246,41,23,0,0,0,0.24373053073723489,0
0,0,0,1,3,260,36,23,0,4,0,0.6041759077878407,1
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,235,37,29,1,1,1,0.2944534982180555,0
0,0,0,1,3,179,40,22,1,2,0,0.19745536800184244,0
0,0,0,1,3,378,36,21,0,2,4,0.45475572499017136,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,361,28,27,0,1,4,0.49039441279363183,0
0,0,0,0,3,369,31,25,0,3,0,0.6438959487875989,1
0,0,1,0,3,235,37,29,1,1,1,0.8036383775229424,1
0,0,0,1,3,118,50,31,0,1,0,0.1517319475083789,0
1,0,0,0,3,118,50,31,0,1,0,0.560051564530156,1
1,0,0,0,3,118,50,31,0,1,0,0.560051564530156,1
0,0,0,0,3,235,37,29,1,1,1,0.15671041623116136,0
0,0,0,0,3,246,41,23,0,0,0,0.12549482127872738,0
0,0,0,0,3,118,50,31,0,1,0,0.07377205066651288,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,289,33,30,0,2,1,0.5926538284408255,1
0,0,1,0,3,260,36,23,0,4,0,0.9373761532587085,1
0,0,0,1,3,246,41,23,0,0,0,0.24373053073723489,0
0,0,0,1,4,179,38,31,0,0,0,0.2427473904746095,0
0,0,0,1,4,260,36,23,0,4,0,0.6047351568412909,1
0,0,0,1,4,330,28,25,1,0,0,0.4779623436296289,0
0,0,0,1,4,369,31,25,0,3,0,0.802772339338064,1
0,0,0,1,4,248,47,32,0,2,1,0.43640420623349685,0
0,0,0,1,4,330,28,25,1,0,0,0.4779623436296289,0
0,0,0,1,4,179,38,31,0,0,0,0.2427473904746095,0
0,0,0,1,4,118,50,31,0,1,0,0.15203325471533172,0
1,0,0,0,4,118,50,31,0,1,0,0.5606278189076724,1
0,0,0,1,4,300,43,25,0,2,1,0.46734591431888145,0
0,0,0,1,4,260,36,23,0,4,0,0.6047351568412909,1
0,0,0,1,4,179,38,31,0,0,0,0.2427473904746095,0
1,0,0,0,4,118,37,28,0,0,0,0.5183040444461525,1
1,0,0,0,5,235,43,38,0,1,0,0.8823919882118766,1
0,0,0,1,5,248,47,32,0,2,1,0.43697960208173015,0
1,0,0,0,5,369,31,25,0,3,0,0.9667055778828946,1
0,0,0,1,5,179,30,19,1,0,0,0.12221783444221179,0
0,0,0,1,5,179,38,31,0,0,0,0.2431776219715728,0
0,0,0,1,5,361,28,27,0,1,4,0.491563573083628,0
0,0,0,1,5,260,36,23,0,4,0,0.6052941319475809,1
1,0,0,0,5,179,40,22,1,2,0,0.6375753386061811,1
1,0,0,0,5,179,40,22,1,2,0,0.6375753386061811,1
0,0,1,0,5,228,58,22,0,2,1,0.7032447423608179,1
0,0,0,1,5,225,28,24,0,1,2,0.25907259706039865,0
1,0,0,0,5,330,28,25,1,0,0,0.8672182491873768,1
0,0,0,1,5,179,30,19,1,0,0,0.12221783444221179,0
0,0,0,1,5,118,37,28,0,0,0,0.13160238363966376,0
1,0,0,0,5,235,37,29,1,1,1,0.7489986999760821,1
0,0,0,1,5,179,30,19,1,0,0,0.12221783444221179,0
0,0,0,1,6,118,37,28,0,0,0,0.13186993195494803,0
0,0,0,1,6,179,38,31,0,0,0,0.24360837068397018,0
0,0,0,1,6,118,37,28,0,0,0,0.13186993195494803,0
0,0,0,1,6,225,28,24,0,1,2,0.2595218463462786,0
0,0,0,1,6,260,36,23,0,4,0,0.6058528317799139,1
0,0,0,0,6,179,38,31,0,0,0,0.12542209407808913,0
1,0,0,0,6,291,40,25,0,1,1,0.8192961021571127,1
0,0,0,1,6,179,38,31,0,0,0,0.24360837068397018,0
0,0,0,1,6,246,41,23,0,0,0,0.2450263168219662,0
0,0,0,1,6,179,38,31,0,0,0,0.24360837068397018,0
0,0,0,1,6,235,43,38,0,1,0,0.5137879422523003,1
0,0,0,1,6,179,38,31,0,0,0,0.24360837068397018,0
0,0,0,1,6,225,28,24,0,1,2,0.2595218463462786,0
0,0,0,1,6,118,50,31,0,1,0,0.15263734214552843,0
1,0,0,0,6,179,38,31,0,0,0,0.696239718846044,1
0,0,1,0,6,179,30,19,1,0,0,0.5778097482847212,1
0,0,0,1,6,246,41,23,0,0,0,0.2450263168219662,0
1,0,0,0,6,330,28,25,1,0,0,0.8674873650917168,1
1,0,0,0,6,235,37,29,1,1,1,0.7494381905928347,1
0,0,0,1,7,179,30,19,1,0,0,0.12272059870660845,0
0,0,0,1,7,225,28,24,0,1,2,0.2599716013203621,0
1,0,0,0,7,260,36,23,0,4,0,0.916422593657451,1
1,0,0,0,7,268,33,25,1,0,0,0.7613395435941418,1
0,0,0,1,7,330,28,25,1,0,0,0.4797135115546669,0
0,0,0,1,7,118,37,28,0,0,0,0.13213794143176913,0
0,0,0,1,7,260,36,23,0,4,0,0.6064112550143049,1
0,0,0,1,7,118,37,28,0,0,0,0.13213794143176913,0
0,1,0,0,7,300,43,25,0,2,1,0.49971092383635324,0
0,0,0,1,7,235,48,33,0,1,5,0.16924977040426473,0
0,0,0,1,7,246,41,23,0,0,0,0.24545927812481205,0
1,0,0,0,7,225,28,24,0,1,2,0.7142950328019164,1
0,0,0,1,7,179,38,31,0,0,0,0.24403963636453704,0
0,0,0,1,7,118,50,31,0,1,0,0.15294012311317212,0
0,0,0,1,7,361,28,27,0,1,4,0.49273282566361176,0
0,0,0,1,7,289,33,30,0,2,1,0.5949106170156699,1
0,0,0,1,7,235,43,38,0,1,0,0.514372249227462,1
0,0,0,1,7,246,41,23,0,0,0,0.24545927812481205,0
0,0,0,1,7,291,40,25,0,1,1,0.3897108799947278,0
0,0,0,1,7,279,39,24,0,2,0,0.4885146695387666,0
0,0,0,1,8,179,38,31,0,0,0,0.24447141876258296,0
0,0,0,1,8,179,40,22,1,2,0,0.19931526221911058,0
0,0,0,1,8,246,41,23,0,0,0,0.2458927552978631,0
0,0,0,1,8,118,37,28,0,0,0,0.13240641252840393,0
0,0,0,1,8,289,33,30,0,2,1,0.5954741918868335,1
0,0,0,1,8,235,43,38,0,1,0,0.5149565169176334,1
0,0,0,1,8,291,40,25,0,1,1,0.3902673421764867,0
0,0,0,1,8,179,38,31,0,0,0,0.24447141876258296,0
0,0,0,1,8,179,40,22,1,2,0,0.19931526221911058,0
0,0,0,1,8,330,28,25,1,0,0,0.4802973471255196,0
0,0,0,1,8,235,37,29,1,1,1,0.2968890553720453,0
0,0,0,1,8,246,41,23,0,0,0,0.2458927552978631,0
0,0,0,1,8,118,37,28,0,0,0,0.13240641252840393,0
0,0,0,1,8,291,40,25,0,1,1,0.3902673421764867,0
0,0,0,1,8,260,36,23,0,4,0,0.6069694003295922,1
0,0,0,1,9,246,41,23,0,0,0,0.24632674807568986,0
0,0,0,1,9,246,41,23,0,0,0,0.24632674807568986,0
0,0,0,1,9,118,37,28,0,0,0,0.13267534570217934,0
0,0,0,1,9,155,34,25,0,2,0,0.267626598389952,0
0,0,0,1,9,291,40,25,0,1,1,0.3908240900899808,0
0,0,0,1,9,179,30,19,1,0,0,0.12322514083908256,0
0,0,0,1,9,248,47,32,0,2,1,0.43928286709452996,0
0,0,0,1,9,179,38,31,0,0,0,0.24490371762398605,0
0,0,0,1,9,225,28,24,0,1,2,0.2608726268169465,0
0,0,0,1,9,179,30,19,1,0,0,0.12322514083908256,0
0,0,0,1,9,369,31,25,0,3,0,0.8046175068351489,1
0,0,0,1,9,361,28,27,0,1,4,0.49390215774842705,0
1,0,0,0,10,289,49,36,0,0,2,0.809402724303463,1
1,0,0,0,10,235,32,25,1,0,0,0.7074561238367836,1
0,0,0,1,10,246,41,23,0,0,0,0.2467612561894062,0
1,0,0,0,10,289,49,36,0,0,2,0.809402724303463,1
0,0,0,1,10,291,40,25,0,1,1,0.39138112243110246,0
0,0,0,1,10,118,37,28,0,0,0,0.13294474140946538,0
0,0,0,1,10,289,49,36,0,0,2,0.37371345734758216,0
0,0,0,1,10,291,40,25,0,1,1,0.39138112243110246,0
0,0,0,1,10,225,28,24,0,1,2,0.2613238965723013,0
0,0,0,1,10,369,31,25,0,3,0,0.804984967818925,1
0,0,0,1,10,369,31,25,0,3,0,0.804984967818925,1
0,0,0,1,10,225,28,24,0,1,2,0.2613238965723013,0
0,0,0,1,10,369,31,25,0,3,0,0.804984967818925,1
0,0,0,1,10,179,38,31,0,0,0,0.24533653269118702,0
1,0,0,0,10,228,58,22,0,2,1,0.6350404522941119,1
0,0,0,1,10,291,40,25,0,1,1,0.39138112243110246,0
1,0,0,0,10,369,31,25,0,3,0,0.9670799576404853,1
1,0,0,0,10,225,28,24,0,1,2,0.715724940333731,1
1,0,0,0,10,369,31,25,0,3,0,0.9670799576404853,1
1,0,0,0,10,225,28,24,0,1,2,0.715724940333731,1
0,0,0,1,10,189,33,25,0,2,2,0.2449783042333502,0
1,0,0,0,10,235,32,25,1,0,0,0.7074561238367836,1
1,0,0,0,10,248,47,32,0,2,1,0.8482213772187447,1
0,0,0,0,10,225,28,24,0,1,2,0.13608930033926506,0
1,0,0,0,10,225,28,24,0,1,2,0.715724940333731,1
0,0,1,0,11,179,38,31,0,0,0,0.7616489291214844,1
0,0,0,1,11,118,37,28,0,0,0,0.13321460010566813,0
1,0,0,0,11,330,28,25,1,0,0,0.8688260199025869,1
0,0,0,1,11,179,38,31,0,0,0,0.2457698637031834,0
1,0,0,0,11,118,37,28,0,0,0,0.5223906379523855,1
0,0,0,1,11,289,33,30,0,2,1,0.5971634010504211,1
1,0,0,0,11,235,32,25,1,0,0,0.7079399900219696,1
0,0,0,1,11,225,28,24,0,1,2,0.2617756704815588,0
0,0,0,1,11,361,28,27,0,1,4,0.49507155654943935,0
0,0,0,1,11,291,40,25,0,1,1,0.3919384378928541,0
1,0,0,0,11,118,37,28,0,0,0,0.5223906379523855,1
1,0,0,0,11,225,28,24,0,1,2,0.7162006163619485,1
0,0,0,1,11,179,38,31,0,0,0,0.2457698637031834,0
0,0,0,1,11,118,37,28,0,0,0,0.13321460010566813,0
1,0,0,0,11,118,37,28,0,0,0,0.5223906379523855,1
0,0,0,1,11,225,28,24,0,1,2,0.2617756704815588,0
0,0,0,0,11,291,40,25,0,1,1,0.22300658908325247,0
0,0,0,0,11,289,33,30,0,2,1,0.3976181458679775,0
1,0,0,0,11,248,47,32,0,2,1,0.8485222699307454,1
0,0,0,0,11,235,43,38,0,1,0,0.3225236817246854,0
0,0,0,1,11,225,28,24,0,1,2,0.2617756704815588,0
0,0,0,1,11,369,31,25,0,3,0,0.8053519048942563,1
0,0,0,1,11,361,28,27,0,1,4,0.49507155654943935,0
1,0,0,0,12,179,38,31,0,0,0,0.6991996738383467,1
0,0,0,1,12,291,40,25,0,1,1,0.39249603516535936,0
0,0,0,1,12,225,28,24,0,1,2,0.2622279481520768,0
1,0,0,0,12,179,30,19,1,0,0,0.5018081566318281,1
0,0,0,1,12,225,28,24,0,1,2,0.2622279481520768,0
0,0,0,1,12,225,28,24,0,1,2,0.2622279481520768,0
1,0,0,0,12,361,28,27,0,1,4,0.8749088706377837,1
0,0,1,0,12,179,40,22,1,2,0,0.7113233410420425,1
0,0,0,1,12,235,43,38,0,1,0,0.5172931629506592,1
0,0,1,0,12,233,31,21,1,1,8,0.3521462798827102,0
1,0,0,0,12,179,30,19,1,0,0,0.5018081566318281,1
0,0,0,1,12,225,28,24,0,1,2,0.2622279481520768,0
0,0,0,1,12,225,28,24,0,1,2,0.2622279481520768,0
0,0,0,1,12,225,28,24,0,1,2,0.2622279481520768,0
0,0,1,0,12,155,34,25,0,2,0,0.7830216017233664,1
1,0,0,0,1,179,30,19,1,0,0,0.4953758179664672,0
1,0,0,0,1,179,30,19,1,0,0,0.4953758179664672,0
0,0,0,1,1,179,40,22,1,2,0,0.19671508335867646,0
0,0,0,1,1,179,40,22,1,2,0,0.19671508335867646,0
1,0,0,0,1,179,30,19,1,0,0,0.4953758179664672,0
0,0,0,1,1,179,40,22,1,2,0,0.19671508335867646,0
1,0,0,0,1,289,49,36,0,0,2,0.8061339015342963,1
0,0,1,0,1,179,40,22,1,2,0,0.706011307435608,1
0,0,0,1,1,179,30,19,1,0,0,0.1212176238743435,0
0,0,1,0,1,155,34,25,0,2,0,0.7786182985139962,1
0,0,0,1,1,179,30,19,1,0,0,0.1212176238743435,0
0,0,0,1,1,179,38,31,0,0,0,0.24145980169770662,0
1,0,0,0,1,289,33,30,0,2,1,0.9115510046075714,1
0,0,0,1,1,179,38,31,0,0,0,0.24145980169770662,0
0,0,0,1,1,179,38,31,0,0,0,0.24145980169770662,0
1,0,0,0,2,179,38,31,0,0,0,0.6942573230187306,1
0,0,0,1,2,225,28,24,0,1,2,0.2577278870592423,0
1,0,0,0,2,248,47,32,0,2,1,0.8457965439434347,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,225,28,24,0,1,2,0.2577278870592423,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,30,19,1,0,0,0.12146701299637355,0
0,0,0,1,2,225,41,28,1,2,2,0.2572408886549283,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,1,0,2,233,31,21,1,1,8,0.3468285461283498,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,225,28,24,0,1,2,0.711902290486331,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,225,28,24,0,1,2,0.2577278870592423,0
1,0,0,0,2,179,30,19,1,0,0,0.49596054477074425,0
0,0,0,1,2,179,40,22,1,2,0,0.1970849634184695,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,233,31,21,1,1,8,0.2781614984036794,0
0,0,0,1,2,179,30,19,1,0,0,0.12146701299637355,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,179,38,31,0,0,0,0.6942573230187306,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,155,34,25,0,2,0,0.26442956926763994,0
0,0,0,1,2,235,32,25,1,0,0,0.2500952660198878,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
1,0,0,0,2,225,28,24,0,1,2,0.711902290486331,1
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,248,47,32,0,2,1,0.43525392951792985,0
0,0,0,1,2,225,28,24,0,1,2,0.2577278870592423,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,179,38,31,0,0,0,0.2418884800989497,0
0,0,0,1,2,235,32,25,1,0,0,0.2500952660198878,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,248,47,32,0,2,1,0.4358289815467135,0
0,0,0,1,3,228,58,22,0,2,1,0.193890823152241,0
0,0,0,1,3,248,47,32,0,2,1,0.4358289815467135,0
1,0,0,0,3,228,58,22,0,2,1,0.6312373202109018,1
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,225,28,24,0,1,2,0.2581756170477615,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,225,28,24,0,1,2,0.2581756170477615,0
0,0,0,1,3,179,30,19,1,0,0,0.12171684413785498,0
0,0,0,1,3,235,32,25,1,0,0,0.25053421187324804,0
0,0,1,0,3,361,28,27,0,1,4,0.9041851036256894,1
1,0,0,0,3,179,38,31,0,0,0,0.6947536006330693,1
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,179,30,19,1,0,0,0.12171684413785498,0
1,0,0,0,3,179,38,31,0,0,0,0.6947536006330693,1
1,0,0,0,3,248,47,32,0,2,1,0.8461013715683501,1
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
1,0,0,0,3,225,28,24,0,1,2,0.7123817924966322,1
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,289,33,30,0,2,1,0.5926538284408255,1
0,0,0,1,3,228,58,22,0,2,1,0.193890823152241,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,248,47,32,0,2,1,0.4358289815467135,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,179,30,19,1,0,0,0.12171684413785498,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,118,46,25,0,2,0,0.15484317068707457,0
1,0,0,0,3,155,34,25,0,2,0,0.7194470152410889,1
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
0,0,0,1,3,179,38,31,0,0,0,0.24231767643692487,0
1,0,0,0,3,179,30,19,1,0,0,0.49654528262484493,0
0,0,1,0,3,289,33,30,0,2,1,0.9345017519358054,1
0,0,0,1,3,369,31,25,0,3,0,0.8024017325684684,1
1,0,0,0,4,225,28,24,0,1,2,0.7128608183309808,1
1,0,0,0,4,118,37,28,0,0,0,0.5183040444461525,1
0,0,1,0,4,361,28,27,0,1,4,0.9043875571906844,1
0,0,1,0,4,248,47,32,0,2,1,0.8836311241187779,1
1,0,0,0,4,189,33,25,0,2,2,0.6948391202447806,1
0,0,0,1,4,179,30,19,1,0,0,0.12196711778971893,0
1,0,0,0,4,369,31,25,0,3,0,0.9666302101395089,1
0,1,0,0,4,179,40,22,1,2,0,0.21800900644314095,0
0,0,0,1,4,118,50,31,0,1,0,0.15203325471533172,0
0,0,0,1,4,361,28,27,0,1,4,0.49097898060346046,0
1,0,0,0,4,118,37,28,0,0,0,0.5183040444461525,1
0,0,0,1,4,235,37,29,1,1,1,0.2949396777376074,0
0,0,0,1,4,179,30,19,1,0,0,0.12196711778971893,0
0,0,1,0,4,225,28,24,0,1,2,0.7738027513316535,1
0,1,0,0,4,235,32,25,1,0,0,0.27472164452549613,0
0,0,0,1,4,179,30,19,1,0,0,0.12196711778971893,0
0,0,0,1,4,155,34,25,0,2,0,0.26534050554527744,0
0,0,1,0,4,225,28,24,0,1,2,0.7738027513316535,1
1,0,0,0,4,118,50,31,0,1,0,0.5606278189076724,1
0,0,0,1,4,179,30,19,1,0,0,0.12196711778971893,0
0,0,0,1,5,235,37,29,1,1,1,0.29542632387581275,0
0,0,1,0,5,225,41,28,1,2,2,0.773766313801491,1
0,0,0,1,5,235,32,25,1,0,0,0.25141364097582586,0
1,0,0,0,5,118,37,28,0,0,0,0.5188880062589765,1
0,0,0,1,5,235,43,38,0,1,0,0.5132035975868057,1
1,0,0,0,5,179,30,19,1,0,0,0.49771478508493605,0
0,0,0,1,5,291,40,25,0,1,1,0.3885988180283321,0
1,0,0,0,5,225,41,28,1,2,2,0.7128182072023547,1
0,0,1,0,5,300,43,25,0,2,1,0.8960959459153105,1
0,0,0,1,5,225,41,28,1,2,2,0.2585839428972499,0
0,0,0,1,5,179,30,19,1,0,0,0.12221783444221179,0
0,0,0,1,5,118,50,31,0,1,0,0.1523350528034021,0
1,0,0,0,5,118,50,31,0,1,0,0.5612039098671336,1
0,0,0,1,5,118,37,28,0,0,0,0.13160238363966376,0
0,0,0,0,5,118,50,31,0,1,0,0.07409234659243284,0
0,0,0,1,5,179,30,19,1,0,0,0.12221783444221179,0
0,0,0,0,5,378,36,21,0,2,4,0.27173166173560315,0
0,1,0,0,5,179,40,22,1,2,0,0.2184080388670178,0
1,0,0,0,5,155,34,25,0,2,0,0.7203903002513807,1
1,0,0,0,5,235,32,25,1,0,0,0.7050297584119856,1
0,0,0,1,5,291,40,25,0,1,1,0.3885988180283321,0
1,0,0,0,5,179,40,22,1,2,0,0.6375753386061811,1
1,0,0,0,5,225,28,24,0,1,2,0.7133393673898377,1
1,0,0,0,5,330,28,25,1,0,0,0.8672182491873768,1
0,0,0,1,5,235,32,25,1,0,0,0.25141364097582586,0
0,0,0,1,5,291,40,25,0,1,1,0.3885988180283321,0
